id,num_sold
230492,561.0
230493,317.0
230494,395.0
230495,231.0
230496,1498.0
230497,1135.0
230498,641.0
230499,799.0
230500,273.0
230501,1770.0
230502,1341.0
230503,758.0
230504,944.0
230505,117.0
230506,760.0
230507,576.0
230508,325.0
230509,405.0
230510,237.0
230511,1537.0
230512,1165.0
230513,658.0
230514,819.0
230515,280.0
230516,1816.0
230517,1376.0
230518,777.0
230519,968.0
230520,82.0
230521,530.0
230522,402.0
230523,227.0
230524,283.0
230525,166.0
230526,1073.0
230527,813.0
230528,459.0
230529,572.0
230530,196.0
230531,1268.0
230532,961.0
230533,543.0
230534,676.0
230535,4.0
230536,25.0
230537,19.0
230538,11.0
230539,13.0
230540,8.0
230541,51.0
230542,39.0
230543,22.0
230544,27.0
230545,9.0
230546,60.0
230547,46.0
230548,26.0
230549,32.0
230550,191.0
230551,1239.0
230552,939.0
230553,530.0
230554,660.0
230555,387.0
230556,2506.0
230557,1899.0
230558,1073.0
230559,1336.0
230560,457.0
230561,2961.0
230562,2244.0
230563,1267.0
230564,1579.0
230565,155.0
230566,1004.0
230567,761.0
230568,430.0
230569,535.0
230570,313.0
230571,2031.0
230572,1539.0
230573,869.0
230574,1083.0
230575,370.0
230576,2399.0
230577,1818.0
230578,1027.0
230579,1279.0
230580,121.0
230581,780.0
230582,607.0
230583,341.0
230584,428.0
230585,245.0
230586,1579.0
230587,1229.0
230588,691.0
230589,867.0
230590,290.0
230591,1865.0
230592,1452.0
230593,816.0
230594,1024.0
230595,124.0
230596,800.0
230597,623.0
230598,350.0
230599,440.0
230600,252.0
230601,1619.0
230602,1261.0
230603,709.0
230604,889.0
230605,297.0
230606,1913.0
230607,1490.0
230608,837.0
230609,1051.0
230610,87.0
230611,559.0
230612,435.0
230613,245.0
230614,307.0
230615,176.0
230616,1131.0
230617,880.0
230618,495.0
230619,621.0
230620,208.0
230621,1336.0
230622,1040.0
230623,585.0
230624,734.0
230625,4.0
230626,27.0
230627,21.0
230628,12.0
230629,15.0
230630,8.0
230631,54.0
230632,42.0
230633,24.0
230634,30.0
230635,10.0
230636,64.0
230637,50.0
230638,28.0
230639,35.0
230640,203.0
230641,1305.0
230642,1016.0
230643,571.0
230644,717.0
230645,410.0
230646,2641.0
230647,2056.0
230648,1156.0
230649,1450.0
230650,485.0
230651,3120.0
230652,2429.0
230653,1366.0
230654,1713.0
230655,164.0
230656,1058.0
230657,823.0
230658,463.0
230659,581.0
230660,332.0
230661,2140.0
230662,1666.0
230663,937.0
230664,1175.0
230665,393.0
230666,2528.0
230667,1969.0
230668,1107.0
230669,1388.0
230670,120.0
230671,793.0
230672,601.0
230673,344.0
230674,412.0
230675,243.0
230676,1603.0
230677,1216.0
230678,697.0
230679,834.0
230680,287.0
230681,1895.0
230682,1437.0
230683,823.0
230684,985.0
230685,123.0
230686,813.0
230687,617.0
230688,353.0
230689,423.0
230690,249.0
230691,1645.0
230692,1248.0
230693,715.0
230694,855.0
230695,294.0
230696,1944.0
230697,1474.0
230698,844.0
230699,1011.0
230700,86.0
230701,568.0
230702,431.0
230703,247.0
230704,295.0
230705,174.0
230706,1149.0
230707,871.0
230708,499.0
230709,597.0
230710,206.0
230711,1357.0
230712,1029.0
230713,590.0
230714,706.0
230715,4.0
230716,27.0
230717,21.0
230718,12.0
230719,14.0
230720,8.0
230721,55.0
230722,42.0
230723,24.0
230724,28.0
230725,10.0
230726,65.0
230727,49.0
230728,28.0
230729,34.0
230730,201.0
230731,1326.0
230732,1006.0
230733,576.0
230734,689.0
230735,406.0
230736,2682.0
230737,2034.0
230738,1165.0
230739,1395.0
230740,480.0
230741,3169.0
230742,2404.0
230743,1377.0
230744,1648.0
230745,163.0
230746,1074.0
230747,815.0
230748,467.0
230749,559.0
230750,329.0
230751,2174.0
230752,1649.0
230753,944.0
230754,1130.0
230755,389.0
230756,2568.0
230757,1948.0
230758,1116.0
230759,1335.0
230760,133.0
230761,854.0
230762,651.0
230763,360.0
230764,454.0
230765,270.0
230766,1727.0
230767,1317.0
230768,729.0
230769,918.0
230770,319.0
230771,2041.0
230772,1556.0
230773,861.0
230774,1085.0
230775,137.0
230776,876.0
230777,668.0
230778,370.0
230779,466.0
230780,277.0
230781,1772.0
230782,1351.0
230783,748.0
230784,942.0
230785,327.0
230786,2094.0
230787,1596.0
230788,884.0
230789,1113.0
230790,96.0
230791,612.0
230792,466.0
230793,258.0
230794,325.0
230795,193.0
230796,1237.0
230797,943.0
230798,522.0
230799,658.0
230800,228.0
230801,1462.0
230802,1115.0
230803,617.0
230804,777.0
230805,5.0
230806,29.0
230807,22.0
230808,12.0
230809,16.0
230810,9.0
230811,59.0
230812,45.0
230813,25.0
230814,31.0
230815,11.0
230816,70.0
230817,53.0
230818,29.0
230819,37.0
230820,223.0
230821,1428.0
230822,1089.0
230823,603.0
230824,759.0
230825,451.0
230826,2889.0
230827,2203.0
230828,1219.0
230829,1536.0
230830,533.0
230831,3414.0
230832,2603.0
230833,1441.0
230834,1815.0
230835,181.0
230836,1157.0
230837,882.0
230838,488.0
230839,615.0
230840,366.0
230841,2341.0
230842,1785.0
230843,988.0
230844,1245.0
230845,432.0
230846,2766.0
230847,2109.0
230848,1168.0
230849,1470.0
230850,111.0
230851,709.0
230852,547.0
230853,301.0
230854,380.0
230855,225.0
230856,1434.0
230857,1106.0
230858,609.0
230859,769.0
230860,266.0
230861,1695.0
230862,1307.0
230863,720.0
230864,909.0
230865,114.0
230866,727.0
230867,561.0
230868,309.0
230869,390.0
230870,231.0
230871,1472.0
230872,1135.0
230873,625.0
230874,789.0
230875,273.0
230876,1739.0
230877,1341.0
230878,738.0
230879,932.0
230880,80.0
230881,508.0
230882,392.0
230883,216.0
230884,272.0
230885,161.0
230886,1027.0
230887,793.0
230888,436.0
230889,551.0
230890,191.0
230891,1214.0
230892,936.0
230893,515.0
230894,651.0
230895,4.0
230896,24.0
230897,19.0
230898,10.0
230899,13.0
230900,8.0
230901,49.0
230902,38.0
230903,21.0
230904,26.0
230905,9.0
230906,58.0
230907,45.0
230908,25.0
230909,31.0
230910,186.0
230911,1186.0
230912,915.0
230913,504.0
230914,636.0
230915,377.0
230916,2400.0
230917,1851.0
230918,1019.0
230919,1287.0
230920,445.0
230921,2835.0
230922,2187.0
230923,1204.0
230924,1520.0
230925,151.0
230926,961.0
230927,741.0
230928,408.0
230929,515.0
230930,306.0
230931,1944.0
230932,1500.0
230933,826.0
230934,1043.0
230935,361.0
230936,2297.0
230937,1772.0
230938,975.0
230939,1232.0
230940,105.0
230941,684.0
230942,515.0
230943,291.0
230944,358.0
230945,212.0
230946,1384.0
230947,1041.0
230948,588.0
230949,724.0
230950,250.0
230951,1636.0
230952,1230.0
230953,694.0
230954,856.0
230955,107.0
230956,702.0
230957,528.0
230958,298.0
230959,367.0
230960,217.0
230961,1420.0
230962,1068.0
230963,603.0
230964,743.0
230965,257.0
230966,1678.0
230967,1262.0
230968,712.0
230969,878.0
230970,75.0
230971,490.0
230972,369.0
230973,208.0
230974,256.0
230975,152.0
230976,992.0
230977,746.0
230978,421.0
230979,519.0
230980,179.0
230981,1172.0
230982,881.0
230983,497.0
230984,613.0
230985,4.0
230986,23.0
230987,18.0
230988,10.0
230989,12.0
230990,7.0
230991,47.0
230992,36.0
230993,20.0
230994,25.0
230995,9.0
230996,56.0
230997,42.0
230998,24.0
230999,29.0
231000,175.0
231001,1145.0
231002,861.0
231003,486.0
231004,599.0
231005,355.0
231006,2316.0
231007,1742.0
231008,983.0
231009,1212.0
231010,419.0
231011,2736.0
231012,2058.0
231013,1162.0
231014,1432.0
231015,142.0
231016,928.0
231017,698.0
231018,394.0
231019,485.0
231020,287.0
231021,1877.0
231022,1412.0
231023,797.0
231024,982.0
231025,340.0
231026,2217.0
231027,1668.0
231028,941.0
231029,1160.0
231030,104.0
231031,677.0
231032,512.0
231033,298.0
231034,358.0
231035,211.0
231036,1369.0
231037,1035.0
231038,604.0
231039,724.0
231040,249.0
231041,1617.0
231042,1223.0
231043,713.0
231044,855.0
231045,107.0
231046,694.0
231047,525.0
231048,306.0
231049,367.0
231050,216.0
231051,1404.0
231052,1062.0
231053,619.0
231054,742.0
231055,256.0
231056,1659.0
231057,1255.0
231058,732.0
231059,877.0
231060,75.0
231061,485.0
231062,366.0
231063,214.0
231064,256.0
231065,151.0
231066,980.0
231067,741.0
231068,432.0
231069,518.0
231070,179.0
231071,1158.0
231072,876.0
231073,511.0
231074,612.0
231075,4.0
231076,23.0
231077,17.0
231078,10.0
231079,12.0
231080,7.0
231081,47.0
231082,35.0
231083,21.0
231084,25.0
231085,9.0
231086,55.0
231087,42.0
231088,24.0
231089,29.0
231090,174.0
231091,1132.0
231092,856.0
231093,499.0
231094,598.0
231095,353.0
231096,2290.0
231097,1731.0
231098,1010.0
231099,1211.0
231100,417.0
231101,2705.0
231102,2046.0
231103,1193.0
231104,1430.0
231105,141.0
231106,917.0
231107,693.0
231108,405.0
231109,485.0
231110,286.0
231111,1855.0
231112,1403.0
231113,818.0
231114,981.0
231115,338.0
231116,2192.0
231117,1658.0
231118,967.0
231119,1159.0
231120,106.0
231121,687.0
231122,512.0
231123,282.0
231124,362.0
231125,215.0
231126,1389.0
231127,1035.0
231128,571.0
231129,732.0
231130,254.0
231131,1642.0
231132,1223.0
231133,674.0
231134,865.0
231135,109.0
231136,705.0
231137,525.0
231138,289.0
231139,371.0
231140,220.0
231141,1425.0
231142,1062.0
231143,585.0
231144,751.0
231145,260.0
231146,1684.0
231147,1255.0
231148,692.0
231149,887.0
231150,76.0
231151,492.0
231152,366.0
231153,202.0
231154,259.0
231155,154.0
231156,995.0
231157,742.0
231158,409.0
231159,524.0
231160,182.0
231161,1176.0
231162,876.0
231163,483.0
231164,619.0
231165,4.0
231166,23.0
231167,17.0
231168,10.0
231169,12.0
231170,7.0
231171,47.0
231172,35.0
231173,19.0
231174,25.0
231175,9.0
231176,56.0
231177,42.0
231178,23.0
231179,30.0
231180,178.0
231181,1149.0
231182,856.0
231183,472.0
231184,605.0
231185,359.0
231186,2324.0
231187,1732.0
231188,954.0
231189,1224.0
231190,424.0
231191,2746.0
231192,2046.0
231193,1128.0
231194,1447.0
231195,144.0
231196,931.0
231197,694.0
231198,382.0
231199,490.0
231200,291.0
231201,1884.0
231202,1403.0
231203,773.0
231204,992.0
231205,344.0
231206,2225.0
231207,1658.0
231208,914.0
231209,1172.0
231210,112.0
231211,713.0
231212,547.0
231213,309.0
231214,392.0
231215,226.0
231216,1443.0
231217,1106.0
231218,624.0
231219,794.0
231220,267.0
231221,1705.0
231222,1307.0
231223,738.0
231224,938.0
231225,115.0
231226,731.0
231227,561.0
231228,317.0
231229,402.0
231230,232.0
231231,1480.0
231232,1135.0
231233,640.0
231234,814.0
231235,274.0
231236,1749.0
231237,1341.0
231238,757.0
231239,962.0
231240,80.0
231241,511.0
231242,392.0
231243,221.0
231244,281.0
231245,162.0
231246,1033.0
231247,792.0
231248,447.0
231249,568.0
231250,192.0
231251,1221.0
231252,936.0
231253,528.0
231254,672.0
231255,4.0
231256,24.0
231257,19.0
231258,11.0
231259,13.0
231260,8.0
231261,49.0
231262,38.0
231263,21.0
231264,27.0
231265,9.0
231266,58.0
231267,45.0
231268,25.0
231269,32.0
231270,187.0
231271,1193.0
231272,915.0
231273,516.0
231274,656.0
231275,379.0
231276,2413.0
231277,1850.0
231278,1044.0
231279,1328.0
231280,447.0
231281,2851.0
231282,2186.0
231283,1234.0
231284,1569.0
231285,152.0
231286,967.0
231287,741.0
231288,418.0
231289,532.0
231290,307.0
231291,1956.0
231292,1499.0
231293,846.0
231294,1076.0
231295,363.0
231296,2311.0
231297,1772.0
231298,1000.0
231299,1271.0
231300,120.0
231301,766.0
231302,581.0
231303,322.0
231304,408.0
231305,243.0
231306,1550.0
231307,1175.0
231308,652.0
231309,826.0
231310,287.0
231311,1831.0
231312,1389.0
231313,770.0
231314,976.0
231315,123.0
231316,786.0
231317,596.0
231318,331.0
231319,419.0
231320,249.0
231321,1590.0
231322,1206.0
231323,669.0
231324,847.0
231325,294.0
231326,1879.0
231327,1425.0
231328,790.0
231329,1001.0
231330,86.0
231331,549.0
231332,416.0
231333,231.0
231334,292.0
231335,174.0
231336,1110.0
231337,842.0
231338,467.0
231339,592.0
231340,205.0
231341,1312.0
231342,995.0
231343,552.0
231344,699.0
231345,4.0
231346,26.0
231347,20.0
231348,11.0
231349,14.0
231350,8.0
231351,53.0
231352,40.0
231353,22.0
231354,28.0
231355,10.0
231356,63.0
231357,47.0
231358,26.0
231359,33.0
231360,201.0
231361,1281.0
231362,972.0
231363,539.0
231364,683.0
231365,406.0
231366,2593.0
231367,1966.0
231368,1090.0
231369,1381.0
231370,479.0
231371,3063.0
231372,2323.0
231373,1288.0
231374,1632.0
231375,162.0
231376,1038.0
231377,788.0
231378,437.0
231379,553.0
231380,329.0
231381,2101.0
231382,1593.0
231383,884.0
231384,1119.0
231385,388.0
231386,2482.0
231387,1883.0
231388,1044.0
231389,1323.0
231390,129.0
231391,839.0
231392,640.0
231393,356.0
231394,459.0
231395,261.0
231396,1698.0
231397,1296.0
231398,720.0
231399,928.0
231400,308.0
231401,2006.0
231402,1531.0
231403,851.0
231404,1097.0
231405,132.0
231406,861.0
231407,657.0
231408,365.0
231409,471.0
231410,268.0
231411,1741.0
231412,1329.0
231413,739.0
231414,952.0
231415,316.0
231416,2058.0
231417,1571.0
231418,873.0
231419,1125.0
231420,92.0
231421,601.0
231422,459.0
231423,255.0
231424,329.0
231425,187.0
231426,1216.0
231427,928.0
231428,516.0
231429,665.0
231430,221.0
231431,1437.0
231432,1097.0
231433,610.0
231434,786.0
231435,4.0
231436,29.0
231437,22.0
231438,12.0
231439,16.0
231440,9.0
231441,58.0
231442,44.0
231443,25.0
231444,32.0
231445,11.0
231446,69.0
231447,52.0
231448,29.0
231449,37.0
231450,216.0
231451,1404.0
231452,1071.0
231453,596.0
231454,768.0
231455,437.0
231456,2840.0
231457,2168.0
231458,1205.0
231459,1553.0
231460,516.0
231461,3355.0
231462,2561.0
231463,1424.0
231464,1835.0
231465,175.0
231466,1137.0
231467,868.0
231468,483.0
231469,622.0
231470,354.0
231471,2301.0
231472,1756.0
231473,977.0
231474,1259.0
231475,418.0
231476,2719.0
231477,2075.0
231478,1154.0
231479,1487.0
231480,101.0
231481,677.0
231482,509.0
231483,288.0
231484,374.0
231485,205.0
231486,1369.0
231487,1029.0
231488,583.0
231489,757.0
231490,242.0
231491,1617.0
231492,1216.0
231493,689.0
231494,894.0
231495,104.0
231496,694.0
231497,522.0
231498,296.0
231499,384.0
231500,210.0
231501,1404.0
231502,1056.0
231503,598.0
231504,776.0
231505,248.0
231506,1659.0
231507,1247.0
231508,707.0
231509,917.0
231510,72.0
231511,485.0
231512,364.0
231513,206.0
231514,268.0
231515,147.0
231516,980.0
231517,737.0
231518,418.0
231519,542.0
231520,173.0
231521,1158.0
231522,871.0
231523,494.0
231524,641.0
231525,3.0
231526,23.0
231527,17.0
231528,10.0
231529,13.0
231530,7.0
231531,47.0
231532,35.0
231533,20.0
231534,26.0
231535,8.0
231536,55.0
231537,42.0
231538,24.0
231539,31.0
231540,169.0
231541,1132.0
231542,851.0
231543,482.0
231544,626.0
231545,342.0
231546,2290.0
231547,1721.0
231548,976.0
231549,1266.0
231550,405.0
231551,2705.0
231552,2034.0
231553,1153.0
231554,1496.0
231555,137.0
231556,917.0
231557,689.0
231558,391.0
231559,507.0
231560,277.0
231561,1855.0
231562,1395.0
231563,790.0
231564,1026.0
231565,328.0
231566,2192.0
231567,1648.0
231568,934.0
231569,1212.0
231570,102.0
231571,693.0
231572,503.0
231573,286.0
231574,365.0
231575,206.0
231576,1403.0
231577,1018.0
231578,579.0
231579,738.0
231580,243.0
231581,1657.0
231582,1202.0
231583,684.0
231584,872.0
231585,104.0
231586,711.0
231587,516.0
231588,294.0
231589,374.0
231590,211.0
231591,1439.0
231592,1044.0
231593,594.0
231594,757.0
231595,250.0
231596,1700.0
231597,1233.0
231598,702.0
231599,894.0
231600,73.0
231601,497.0
231602,360.0
231603,205.0
231604,261.0
231605,148.0
231606,1005.0
231607,729.0
231608,415.0
231609,528.0
231610,174.0
231611,1187.0
231612,861.0
231613,490.0
231614,624.0
231615,3.0
231616,24.0
231617,17.0
231618,10.0
231619,12.0
231620,7.0
231621,48.0
231622,35.0
231623,20.0
231624,25.0
231625,8.0
231626,57.0
231627,41.0
231628,23.0
231629,30.0
231630,170.0
231631,1160.0
231632,841.0
231633,479.0
231634,610.0
231635,345.0
231636,2346.0
231637,1702.0
231638,968.0
231639,1234.0
231640,407.0
231641,2772.0
231642,2011.0
231643,1144.0
231644,1458.0
231645,138.0
231646,940.0
231647,682.0
231648,388.0
231649,494.0
231650,279.0
231651,1901.0
231652,1379.0
231653,785.0
231654,1000.0
231655,330.0
231656,2247.0
231657,1630.0
231658,927.0
231659,1182.0
231660,103.0
231661,666.0
231662,523.0
231663,284.0
231664,373.0
231665,208.0
231666,1348.0
231667,1058.0
231668,574.0
231669,755.0
231670,246.0
231671,1592.0
231672,1250.0
231673,678.0
231674,893.0
231675,105.0
231676,683.0
231677,536.0
231678,291.0
231679,383.0
231680,213.0
231681,1382.0
231682,1085.0
231683,589.0
231684,775.0
231685,252.0
231686,1633.0
231687,1282.0
231688,696.0
231689,916.0
231690,74.0
231691,477.0
231692,374.0
231693,203.0
231694,267.0
231695,149.0
231696,965.0
231697,758.0
231698,411.0
231699,541.0
231700,176.0
231701,1140.0
231702,895.0
231703,486.0
231704,639.0
231705,4.0
231706,23.0
231707,18.0
231708,10.0
231709,13.0
231710,7.0
231711,46.0
231712,36.0
231713,20.0
231714,26.0
231715,8.0
231716,54.0
231717,43.0
231718,23.0
231719,30.0
231720,172.0
231721,1114.0
231722,875.0
231723,475.0
231724,625.0
231725,348.0
231726,2254.0
231727,1769.0
231728,960.0
231729,1264.0
231730,411.0
231731,2663.0
231732,2091.0
231733,1135.0
231734,1493.0
231735,139.0
231736,903.0
231737,709.0
231738,385.0
231739,506.0
231740,282.0
231741,1827.0
231742,1434.0
231743,778.0
231744,1024.0
231745,333.0
231746,2158.0
231747,1694.0
231748,920.0
231749,1210.0
231750,101.0
231751,680.0
231752,511.0
231753,284.0
231754,373.0
231755,205.0
231756,1375.0
231757,1034.0
231758,574.0
231759,754.0
231760,243.0
231761,1625.0
231762,1222.0
231763,679.0
231764,891.0
231765,104.0
231766,697.0
231767,524.0
231768,291.0
231769,382.0
231770,211.0
231771,1411.0
231772,1061.0
231773,589.0
231774,773.0
231775,249.0
231776,1667.0
231777,1254.0
231778,696.0
231779,914.0
231780,73.0
231781,487.0
231782,366.0
231783,203.0
231784,267.0
231785,147.0
231786,985.0
231787,741.0
231788,411.0
231789,540.0
231790,174.0
231791,1164.0
231792,875.0
231793,486.0
231794,638.0
231795,3.0
231796,23.0
231797,17.0
231798,10.0
231799,13.0
231800,7.0
231801,47.0
231802,35.0
231803,20.0
231804,26.0
231805,8.0
231806,56.0
231807,42.0
231808,23.0
231809,30.0
231810,170.0
231811,1137.0
231812,855.0
231813,475.0
231814,623.0
231815,343.0
231816,2301.0
231817,1730.0
231818,961.0
231819,1261.0
231820,406.0
231821,2719.0
231822,2044.0
231823,1135.0
231824,1490.0
231825,138.0
231826,922.0
231827,693.0
231828,385.0
231829,505.0
231830,278.0
231831,1865.0
231832,1402.0
231833,779.0
231834,1022.0
231835,329.0
231836,2203.0
231837,1657.0
231838,920.0
231839,1208.0
231840,108.0
231841,727.0
231842,543.0
231843,302.0
231844,392.0
231845,219.0
231846,1471.0
231847,1099.0
231848,612.0
231849,794.0
231850,259.0
231851,1738.0
231852,1299.0
231853,723.0
231854,938.0
231855,111.0
231856,746.0
231857,557.0
231858,310.0
231859,403.0
231860,225.0
231861,1509.0
231862,1128.0
231863,627.0
231864,814.0
231865,266.0
231866,1783.0
231867,1333.0
231868,741.0
231869,962.0
231870,78.0
231871,521.0
231872,389.0
231873,217.0
231874,281.0
231875,157.0
231876,1054.0
231877,787.0
231878,438.0
231879,569.0
231880,186.0
231881,1245.0
231882,930.0
231883,518.0
231884,672.0
231885,4.0
231886,25.0
231887,19.0
231888,10.0
231889,13.0
231890,7.0
231891,50.0
231892,38.0
231893,21.0
231894,27.0
231895,9.0
231896,59.0
231897,44.0
231898,25.0
231899,32.0
231900,181.0
231901,1216.0
231902,909.0
231903,506.0
231904,656.0
231905,367.0
231906,2460.0
231907,1839.0
231908,1023.0
231909,1328.0
231910,434.0
231911,2907.0
231912,2173.0
231913,1209.0
231914,1569.0
231915,147.0
231916,985.0
231917,737.0
231918,410.0
231919,532.0
231920,297.0
231921,1994.0
231922,1490.0
231923,829.0
231924,1076.0
231925,351.0
231926,2356.0
231927,1761.0
231928,980.0
231929,1272.0
231930,119.0
231931,763.0
231932,568.0
231933,318.0
231934,425.0
231935,241.0
231936,1544.0
231937,1149.0
231938,644.0
231939,860.0
231940,285.0
231941,1825.0
231942,1357.0
231943,761.0
231944,1016.0
231945,122.0
231946,783.0
231947,582.0
231948,326.0
231949,436.0
231950,248.0
231951,1584.0
231952,1178.0
231953,661.0
231954,882.0
231955,293.0
231956,1872.0
231957,1392.0
231958,780.0
231959,1042.0
231960,85.0
231961,547.0
231962,407.0
231963,228.0
231964,304.0
231965,173.0
231966,1106.0
231967,823.0
231968,461.0
231969,616.0
231970,204.0
231971,1307.0
231972,972.0
231973,545.0
231974,728.0
231975,4.0
231976,26.0
231977,19.0
231978,11.0
231979,15.0
231980,8.0
231981,53.0
231982,39.0
231983,22.0
231984,29.0
231985,10.0
231986,62.0
231987,46.0
231988,26.0
231989,35.0
231990,200.0
231991,1277.0
231992,950.0
231993,532.0
231994,711.0
231995,404.0
231996,2583.0
231997,1922.0
231998,1077.0
231999,1438.0
232000,477.0
232001,3052.0
232002,2270.0
232003,1273.0
232004,1699.0
232005,162.0
232006,1035.0
232007,770.0
232008,431.0
232009,576.0
232010,327.0
232011,2093.0
232012,1557.0
232013,873.0
232014,1165.0
232015,387.0
232016,2473.0
232017,1840.0
232018,1031.0
232019,1377.0
232020,130.0
232021,850.0
232022,635.0
232023,353.0
232024,464.0
232025,262.0
232026,1720.0
232027,1285.0
232028,714.0
232029,938.0
232030,310.0
232031,2033.0
232032,1518.0
232033,843.0
232034,1109.0
232035,133.0
232036,872.0
232037,651.0
232038,362.0
232039,476.0
232040,269.0
232041,1765.0
232042,1318.0
232043,732.0
232044,963.0
232045,318.0
